id,text,author,trackType,presentationMode,categories
7e4fa214-9ffb-460d-ace1-55f418b70fa1,"Every morning is bright, beautiful, and gorgeous like the sun, but we can't see it because we are blinded by day to day tasks.",Debasish Mridha,hope,textOverlay,Growth|Possibility|Connection
9e293f35-ee19-4c84-8751-908a48e6a77d,"What whispers from the center of the soul is an innocence—so loving, so pure, so divine—that the sage bows and the wise man weeps at the sound of its soft singing.","Heather K. O'Hara, The Path of Songs: A Gift for the Soul",hope,textOverlay,Self-Worth|Connection
29dfc6c9-12d0-4a29-980c-231883f5a873,"You are born to be magical, gorgeous and beautiful inside and out. So express your beauty and fear not.",Debasish Mridha,hope,textOverlay,Self-Worth
8d371699-e050-4d13-a568-de17e03d014f,"Before you can positively and passionately pursue what your heart love to do, you must first be grateful to the one who gave you such a heart to love such a thing!","Israelmore Ayivor, Daily Drive 365",hope,textOverlay,Purpose|Connection|Mindfulness
ee8b3006-4a93-4bd9-b98f-23f251a2363a,The beauty that is in you is greater than the ugliness that is around you.,Matshona Dhliwayo,hope,textOverlay,Agency|Growth|Connection
888921b6-eefa-45a6-b5fa-b9d45c0dcaac,"If we focus on the problems of life, we will be paralysed. But we dwell on the promise of God; we find the faith, hope and courage to survive life.","Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Resilience|Possibility|Agency
13245ad4-7e29-43bd-bc22-f247f894119a,"There isn't a soul in this universe with the same gifts, strength, level of intelligence and as good as yourself!",Unarine Ramaru,hope,textOverlay,Agency|Possibility|Resilience
4c7f9ee4-ba2a-4ef3-ade2-87251eb79b1a,You will never be lonely if you love yourself enough,Steven Aitchison,hope,textOverlay,Self-Worth|Connection
9c911954-144a-4e2e-bc3c-07ea36d62d41,You can conquer any challenge with daring faith and hope.,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Resilience|Possibility|Agency
55815edc-2220-497a-bba8-d77581799ad2,Most of us don't have the past in our favor but we have to realize that we still have the present.,VaeEshia Ratcliff-Davis,hope,textOverlay,Connection|Possibility|Mindfulness
c1f18f10-81b6-42f3-8624-a5c7e7496405,Define yourself. Define your passion.Define your success.,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Purpose|Growth|Self-Worth
6f0cc113-4a17-4006-a408-9ed58bdbbac6,"Learn from your past, use the possibilities of the present moment, and let the future open the doors of opportunity.",Debasish Mridha,hope,textOverlay,Possibility|Connection|Mindfulness
997de3c4-b634-4923-90a9-4c046d29b256,"Critics are loud, but success is louder.",Matshona Dhliwayo,hope,textOverlay,Resilience|Purpose|Possibility
71308549-3669-4f8f-a7b6-d6af7859d780,"There is nothing better than love, kindness and forgiveness to create enduring peace.",Debasish Mridha,hope,textOverlay,Growth|Connection|Mindfulness
15a5cc67-52b7-49b1-b0f0-8a4c1f622f5f,In order to love others I need to be full of it myself,Odille Rault,hope,textOverlay,Self-Worth|Connection|Growth
89f5041f-ddf0-4f48-bed5-a676e906acab,"You are better than your past, greater than your present, and brighter than your future.",Matshona Dhliwayo,hope,textOverlay,Possibility|Growth|Mindfulness
00d98271-a518-49c7-acc2-d4caf304a46c,Everything we experience in life is designed to shape our characters.,"Delma Pryce, ABOVE AND BEYOND: My Spiritual Journey",hope,textOverlay,Possibility|Growth|Connection
35970a48-2d25-48da-926e-0afc5ffcf612,There are certain life lessons that you can only learn in the struggle.,"Idowu Koyenikan, Wealth for All: Living a Life of Success at the Edge of Your Ability",hope,textOverlay,Growth|Resilience|Connection
05b0ac8b-8e04-4cd7-8547-ebabfe4d947a,We will share each other’s burdens with love and kindness.,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Connection|Possibility|Resilience
9a32edf7-68d1-4692-958f-94238ad14e4e,"Intelligence entails a strong mind, but genius entails a heart of a lion in tune with a strong mind.","Criss Jami, Diotima, Battery, Electric Personality",hope,textOverlay,Resilience|Agency
2ace0ba7-0241-4e99-80cb-1c1ae5a49aa8,You can get through the storm with your hope in Jesus.,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Resilience|Possibility|Agency
348fd625-f14e-41b7-808a-3cb3631d0c54,"When God is ready for you to move, He will make your situation uncomfortable.",Germany Kent,hope,textOverlay,Possibility|Growth|Agency
19b797f8-7614-4aa2-87c9-bef892e1f7e2,"To some extent, it is almost blasphemous to think that insult, anger and irritation could be a positive force.","Sunday Adelaja, The Mountain of Ignorance",hope,textOverlay,Agency|Growth|Mindfulness
5fff699e-8f4c-4550-917b-6bf21d748900,"Breathtaking, splendid, wondrous, sublime, all those words describe you, exactly as you are. You are a work of art! Enjoy your beauty!",Amy Leigh Mercree,hope,textOverlay,Self-Worth|Mindfulness
c814113a-4221-42cd-ac86-81ab7726ec6e,Give your life purpose and focus. Position yourself to succeed,Karon Waddell,hope,textOverlay,Purpose|Growth
73f5e374-0da0-42f5-8217-bd65bd61877d,Some people are incapable of judging others. Why? Because they are to busy judging their own insecurities,Amie L spurgeon,hope,textOverlay,Self-Worth|Connection
bdde4791-6530-4497-a2ce-845603d50e9f,Start every day by making a list of all the experiences you will fill your day with and make an effort to achieve them.,Mensah Oteh,hope,textOverlay,Connection|Possibility|Growth
3d9a331d-9e02-4fb8-a4e6-73878bbcae06,"We live that we might have experience; that through it we might gain wisdom, compassion, faith, and inner strength.","Richelle E. Goodrich, Slaying Dragons",hope,textOverlay,Growth|Purpose|Possibility
58487154-3ee6-4209-b7ef-2957f3acc50d,We are being prepared daily for a greater task. Every training should be passionately pursued.,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Purpose|Possibility|Agency
c76bbfe9-975a-49d9-ac51-6e39aa0847e0,"The oak fought the wind and was broken, the willow bent when it must and survived.","Robert Jordan, The Fires of Heaven",hope,textOverlay,Resilience|Agency
21028680-7cc2-4ba2-9320-145128affab7,The feelings is both the biggest poison and the greatest remedy. The wisdom and good sense define the best use.,Da Anunciação Marco,hope,textOverlay,Self-Worth
368e4eff-0326-4297-bffd-bbff70aad423,"If you don't build your dreams, regret will build your nightmares.",Matshona Dhliwayo,hope,textOverlay,Purpose|Growth|Possibility
715424ad-b741-423a-aa5a-39e99db2e489,"With the spirit of endurance, we shall strive in any situation.",Lailah Gifty Akita,hope,textOverlay,Possibility|Agency|Resilience
f1c437a9-4024-4199-a30d-2af38d1f4167,"Gratitude is arriving at the point where your expectations, accumulation and anticipations make way for appreciation, reflection and celebration.",Mensah Oteh,hope,textOverlay,Connection|Possibility|Mindfulness
6d8bd5ac-0f07-472d-ac92-e44d89ec7184,Your mind is the most incredible gift! A powerful mind is the reserve for all that is physical in stamina.,James C. Emlund,hope,textOverlay,Growth|Agency|Mindfulness
f24d5710-b261-42cd-8115-6963bb84ba93,"To overcome the sadness of our hearts, we must remember the joys of our lives.","Imania Margria, Secrets of My Heart",hope,textOverlay,Resilience|Connection|Growth
5e570ac2-04e4-4aa7-b512-2c1fe77628ff,Happiness is the condition of who we are and how we think and what we believe and how we live.,Auliq Ice,hope,textOverlay,Possibility|Self-Worth|Mindfulness
e2f3bd55-b8b3-4159-8e4f-4b900632a3e9,"Success requires discipline, dedication and diligence to the very end.","Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Growth|Agency|Resilience
95afd2c7-ab88-4842-8496-bfd5adc4a4a1,"Big or small, be ready to do your part when you dare to dream and you will be rewarded with success from the Universe.","Stephen Richards, Ask and the Universe Will Provide: A Straightforward Guide to Manifesting Your Dreams",hope,textOverlay,Possibility|Agency|Growth
93a8dcd2-233d-4472-851a-704144cdb507,"You need to use you imagined view of the future you dream of, then paint the statement in words, to state that clear dream of your desired future.","Archibald Marwizi, Making Success Deliberate",hope,textOverlay,Purpose|Possibility|Growth
9bfadc6a-64fa-45f9-956c-37f7aa6c9985,Your anger and resentment can destroy peace but love can fill the world with peace and happiness.,Debasish Mridha,hope,textOverlay,Growth|Mindfulness|Possibility
02f1997e-ec5f-4eb3-9c79-042e61664a16,Success is not determined by the outcome. The outcome is the result of having already decided that you are successful to begin with.,"T.F. Hodge, From Within I Rise: Spiritual Triumph Over Death and Conscious Encounters with ""The Divine Presence""",hope,textOverlay,Agency|Possibility|Purpose
d1ee2202-ad1c-4a83-ba9d-6f104eb5dbb3,"Wake-up! Think for yourself, be yourself and return to what is real.","Bryant McGill, Voice of Reason",hope,textOverlay,Self-Worth|Agency
ae9455f2-1be0-4bf4-b219-d26ab7ad0dff,The truth is that you may mess up a bit. Don’t panic. Relax and remember to give your best and let the chips fall where they may.,Stalina Goodwin,hope,textOverlay,Connection|Agency|Possibility
de74b720-1433-4f75-b63b-c52dd1b812d5,The cleanest feet in the universe are positive thoughts walking through your mind.,Matshona Dhliwayo,hope,textOverlay,Possibility|Growth|Mindfulness
707d574d-19d5-4620-bdc8-3dada8488644,Entrepreneurs don’t ask for permission. They act per a mission.,Ryan Lilly,hope,textOverlay,Purpose|Agency
67031e8a-0430-4402-8b0b-3bd57f2280b6,We can't help but rejoice despite the circumstance.,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Resilience|Mindfulness|Agency
cb2bf6ff-8869-4ed7-b73a-0198e9418c77,"Your posture can have a great deal of influence on your personal presentation and image, revealing your attitude toward yourself and others.","Cindy Ann Peterson, My Style, My Way: Top Experts Reveal How to Create Yours Today",hope,textOverlay,Possibility|Growth|Self-Worth
00848161-bfa1-4479-a2c1-d969a7e586c8,"We live in a time that hungers for HOPE; to believe in MIRACLES and DREAMS, for without these soul gems, humanity is ripped at the seams.","Debi Tibbles, All Aboard! How Ollie Tibbles Became a Train",hope,textOverlay,Possibility|Connection
bc596db4-8ee7-4d36-8c5e-14b836eddb08,"When emerging from humble beginnings, those around you tend to underestimate your authenticity because they knew you before you were 'somebody'.","Criss Jami, Killosophy",hope,textOverlay,Resilience|Self-Worth
458d2608-fe64-47b0-836e-03d1952c75c6,There are some things you can change about your life believe it is possible and take actions. God will grant you the grace.,"Israelmore Ayivor, Become a Better You",hope,textOverlay,Agency|Growth|Possibility
108bbda4-3b89-49f9-a5fd-583dc5c09316,"If we have faith, then we can see the beauty around us. If we don’t then we are just blind followers, not knowing why we are on the path.","Fennel Hudson, A Writer's Year - Fennel's Journal - No. 3",hope,textOverlay,Purpose|Possibility|Agency
eb97d6fa-9c25-4607-96b7-94c3480c13af,"The victim mindset dilutes the human potential. By not accepting personal responsibility for our circumstances, we greatly reduce our power to change them.","Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience",hope,textOverlay,Agency|Possibility|Growth
9620fea0-4387-44ec-bc9b-2479a97c428c,Overcoming what frightens you the most strengthens you the most.,Matshona Dhliwayo,hope,textOverlay,Resilience|Agency
7c9f131d-8e9b-47cb-8f49-c91a66a89ff9,Your understanding and use of time decides the life you will have in the future.,"Mensah Oteh, Unlocking Life's Treasure Chest: Wisdom keys to keep you inspired, encouraged, motivated and focused",hope,textOverlay,Possibility|Connection|Growth
77278222-9b32-4fff-afab-04ec9cc08a5d,"You have to have courage to begin anything. Without courage and enthusiasm, there is nothing.",Debasish Mridha,hope,textOverlay,Growth|Mindfulness|Possibility
e5e13098-29c3-439b-8d6c-19316db651fa,"The leaderly response to personal irritation is to relax and open up not push, run, or close down.",Auliq Ice,hope,textOverlay,Growth|Agency|Self-Worth
baea1aca-a6f8-4664-9e07-2322d4cec20f,"Free ourselves from the fear of being unlike others, unloved people, unattractive, unwanted, undesirable or unworthy. Love the way you're to be better person.",Rofithah Omar,hope,textOverlay,Self-Worth|Connection
092cdba4-7e8b-4607-868f-bca0077c23bc,You can always create the life you want.Workhard to fulfill your dreams.,"Lailah Gifty Akita, The Alphabets of  Success: Passion Driven Life",hope,textOverlay,Purpose|Agency|Possibility
783b7913-6839-4bc5-a3a8-8292ca59f190,The capacity to solve Life's problems is based on our abilities to learn to think above and not below the problems.,Auliq Ice,hope,textOverlay,Possibility|Growth|Self-Worth
7d0ad4e3-a3fc-4291-88ab-ff25f1bc5835,"You know you have found your life mission when you say, “I dare you to try and take this away from me.",Shannon L. Alder,hope,textOverlay,Agency|Mindfulness|Purpose
7b1879d8-a9f5-4b50-9c03-6d983e69bd55,Life cannot deny you of what you desired when you are committed to your dreams,Lailah Gifty Akita,hope,textOverlay,Possibility|Agency|Growth
359901db-7983-4b45-8927-86ca4d651411,"Happiness in something you need to search for, It comes from inside. You can pull it out from inside by satisfaction and acceptance.",Vijay Dhameliya,hope,textOverlay,Mindfulness|Agency|Growth
a36c7ed8-4a91-45fd-a07f-e3d6f563424d,It is difficult to make the right choice if you fear choosing wrongly.,Roy T. Bennett,hope,textOverlay,Agency|Possibility|Growth
c3842990-221c-4f71-bbfc-3f830f1b7616,"Every New Year brings new expectations, new enthusiasms and new experiences.","Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Possibility|Purpose|Growth
cc136116-9c47-40fc-a35c-5d7076b7acb8,Serve your parents if you expect your children to serve you when you are old,Radhe Maa,hope,textOverlay,Mindfulness|Growth
9d5cb2d6-3513-4ca1-8657-1a4daa76fa41,"You cannot be afraid of the unknown. In every moment and with every step you take, the unknown becomes the known.","Dragos Bratasanu, Ph.D., Sleepers: A Little Book on How to Find Hope, Meaning and the Courage to Fall in Love with Your Dreams",hope,textOverlay,Mindfulness|Growth
39373737-bf6d-4d7e-832a-fa136a63460c,Self-care is not selfish. You cannot serve from an empty vessel.,Eleanor Brownn,hope,textOverlay,Self-Worth|Agency|Growth
5a7d77b3-3a07-4bec-a535-ed23255e6120,"Find something during the day to celebrate – something you someone did, something you observed or something you heard.",Mensah Oteh,hope,textOverlay,Connection|Possibility|Growth
418d073a-2102-49e9-a504-ed3c753c15aa,"If your actions are combined with proper planning and perseverance, there are no heights you cannot attain.","Mensah Oteh, The Good Life: Transform your life through one good day",hope,textOverlay,Possibility|Growth|Connection
e60193f2-5bc0-4682-8fa9-4c5fd108edcb,You can endure every hardship with hope.,Lailah Gifty Akita,hope,textOverlay,Resilience|Growth|Possibility
456b79e7-e173-4cad-bc3d-917723872b31,Quit thinking and take the plunge. The way to get started is to stop talking and start doing.,Mensah Oteh,hope,textOverlay,Possibility|Growth|Connection
85b5fa15-8694-418e-a601-7a29af0bbfec,"These are NOT times for dramatization and talking, but meditation and praying.",Bobby F. Kimbrough Jr.,hope,textOverlay,Resilience|Agency
111da640-9a46-4a51-9126-fbe867bb9dac,"I’ve grown up defined by this desperate, undeniable, ‘can’t breathe’ kind of space inside of myself and I’m afraid that the diagnosis is fatal.",Jennifer Elisabeth,hope,textOverlay,Connection|Self-Worth|Mindfulness
fba80ff1-d8d1-4fbf-9634-2ead5ee3787e,"Success is the byproduct of desires, purpose-oriented actions, and persistence.",Debasish Mridha,hope,textOverlay,Growth|Possibility|Connection
04624615-e950-48d5-905f-0cacfdb05b5b,Nothing I accept about myself can be used against me to diminish me.,"Audre Lorde, Sister Outsider: Essays and Speeches",hope,textOverlay,Mindfulness|Agency|Resilience
1deab91f-bda0-4b6b-a8be-be983e02f033,Knowing ourselves is knowing our worth in the eyes of God. That’s why the number one thought we cannot fail to think and believe is that He loves us. Always. No matter what.,"Toni Sorenson, Aligned By Christ",hope,textOverlay,Self-Worth|Connection|Purpose
0879e57c-0da6-448a-8cbc-1494e8f38656,We thrive in hardships by God’s grace.,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Resilience|Agency|Possibility
e2f609a9-b9d3-4351-9864-722b917e3742,The fastest way to double your money is to use Cosmic Ordering.,"Stephen Richards, Cosmic Ordering Connection: Change your life within minutes!",hope,textOverlay,Agency|Connection|Purpose
b97c6b03-a49e-4af8-abb1-422c4703cf74,"If we throw blankets over our children's dreams, we darken their world and extinguish their desire to live.","Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem",hope,textOverlay,Possibility|Purpose|Connection
fc4eacab-74fd-4e61-9e93-26c009564564,"Life is as simple as these three questions: What do I want? Why do I want it? And, how will I achieve it?",Shannon L. Alder,hope,textOverlay,Purpose|Agency
d9b45503-5513-45b8-b1c3-e720ddc9f1f0,"If your thirst for knowledge is strong enough, you will find the waters to satisfy it.",Debasish Mridha,hope,textOverlay,Mindfulness|Growth
3a6d765c-cb8a-42ec-9a12-d486617f4fb3,"Love makes you do,the best of things.Love makes you do, the worst of things,It's a feeling extreme,that doesn't exist in between.",Jasleen Kaur Gumber,hope,textOverlay,Connection|Possibility|Growth
0aaedb69-43cd-4d30-84ba-ede691d9a17f,The concern of a team member is also the concern of the team.,"Rajen Jani, Once Upon A Time: 100 Management Stories",hope,textOverlay,Growth|Connection|Mindfulness
04fa1d68-f0a8-476f-994b-5e7cbfc89e23,"The more you can have control over your ego rather than let it run amuck, the more successful you’ll be in all areas of life.",Roy T. Bennett,hope,textOverlay,Possibility|Growth
e4ebca34-e684-4124-bff6-a85d683b9d72,"Every change, those subtle-slow, and those drastically sudden, has brought me into myself.","Amanda Linsmeier, Beach Glass & Other Broken Things",hope,textOverlay,Growth|Possibility|Mindfulness
f0a6bb3b-5565-4671-a232-cafb3c469a02,"The harder you fall, the heavier your heart; the heavier your heart, the stronger you climb; the stronger you climb, the higher your pedestal.","Criss Jami, Killosophy",hope,textOverlay,Resilience|Agency
af6013c5-798d-4177-8b3c-3cd23df3967a,You have to be enthusiastic enough to do what is required for achieving your dreams and goals.,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Possibility|Growth|Resilience
9279f3df-d932-4ae8-b049-7d761ab56893,We wander along the world along many paths and maybe without knowing it we are walking now along one path towards success!,Stephen Richards,hope,textOverlay,Growth|Agency|Connection
817dc443-9397-49af-9877-692d3fcd35f5,"Do not become someone else just because you are hurt. Be who you are & smile, it may solve, all problems you have got.","Santosh Kalwar, Quote Me Everyday",hope,textOverlay,Self-Worth
67cc1387-e8e0-4d35-8767-c0182a68ca57,The most important relationship in your life should be your relationship with yourself.,Mensah Oteh,hope,textOverlay,Connection|Agency|Growth
c04dc90a-580c-4235-9aac-d76975aaca9b,"Success is not a destination, it is a journey. Failure is not permanent, it is transient. So continue your journey with intermittent roadblocks.",Debasish Mridha,hope,textOverlay,Growth|Possibility|Connection
ad95c851-db17-4f3d-a724-7328c1654d1e,The level of success you achieve will be in direct proportion to the depth of your commitment.,"Roy T. Bennett, The Light in the Heart",hope,textOverlay,Possibility|Growth
259ad880-eea5-4fd6-97c8-1d8e6cc2e9f8,"If not in the moment, where do you propose to live?",Na'ama Yehuda,hope,textOverlay,Mindfulness|Growth|Connection
19694180-c67f-4cbd-90de-4edda384ac86,A bud has to bloom to unfold her beauty. A child has to become educated to unfold her incredible potential.,Debasish Mridha,hope,textOverlay,Possibility|Growth
b66a0a07-6b42-4b9c-b5d8-2eac633b2934,"A man’s true world should be the space and people that enrich his soul,","Janvier Chouteu-Chando, Disciples of Fortune",hope,textOverlay,Connection|Growth
ee2523f8-92df-41a2-b49c-63a1f9f63a44,Success is built on what you are able to see and create with your mind.,"Mensah Oteh, The Best Chance: A Guide to Discovering Your Purpose, Reaching Your Potential, Experiencing Fulfilment and Achieving Success in Any Area of Life",hope,textOverlay,Connection|Possibility|Growth
0450078d-b511-448e-9e0a-b2ea37b95d88,She fixed a smile that she hoped looked authentic. Pretending to be content continued to be hard work.,"Stacy Hawkins Adams, Lead Me Home",hope,textOverlay,Possibility|Self-Worth|Growth
0613b89c-da54-49f6-b4c9-a86c994f9803,There is doggedness to genius. It is the ability to dig deep and hold on to the dream.,"Stephen Richards, Ask and the Universe Will Provide: A Straightforward Guide to Manifesting Your Dreams",hope,textOverlay,Possibility|Agency|Growth
4edd1b3e-3aaf-474a-88bf-60a297d7bef6,"Keep your eyes on the prize and know that the trials are only for a while, so smile.",Bernard Kelvin Clive,hope,textOverlay,Agency|Possibility|Resilience
add9a500-de6b-4846-a600-e6bc5ac54ed5,"when you feel like hope is gone, look inside you and be strong and you'll finally see the truth- that hero lies in you.",Mariah Carey,hope,textOverlay,Possibility|Agency|Resilience
5727a870-5d97-4823-8316-db3bc6fbcdce,"If life throws you a few bad notes or vibrations, don't let them interrupt or alter your song.","Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem",hope,textOverlay,Possibility|Resilience|Agency
cac4acf9-bf84-46b4-b99f-089481f1d523,A friend is a friend who continues to love you and like you when you don't love him or like him any more.,Debasish Mridha,hope,textOverlay,Growth|Connection|Possibility
13c707d3-3e2d-4776-84c0-97b36b6392d6,"Hold fast to dreams,For if dreams dieLife is a broken-winged bird,That cannot fly.",Langston Hughes,hope,textOverlay,Possibility|Growth|Mindfulness
e46ced1d-48fb-4033-85c0-f3e4f5c0a2b3,Every sunrise gives you reason to hope. Every darkness of night teaches you patience.,Debasish Mridha,hope,textOverlay,Growth|Possibility|Connection
18f5ceba-fd92-4106-8799-1cac93be6487,Only pain can define the meaning of tears.,Munia Khan,hope,textOverlay,Purpose|Growth|Connection
2192a133-f49e-42ae-86a8-23af1ae6f86b,The tragedy is that what you disapprove of in others is the very thing you disapprove of in yourself.,Stephen Richards,hope,textOverlay,Growth|Connection|Agency
d3dcb2e9-6aba-4bb1-b184-a767ff09d33a,"You do not give your precious body to the billy clubs of Birmingham sheriffs, nor to the insidious activity of the streets.","Ta-Nehisi Coates, Between the World and Me",hope,textOverlay,Agency|Growth|Resilience
490ce68f-b8f2-42c0-94e7-b4b953fdbee5,We find the greatest happiness for every challenge we conquered.,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Resilience|Agency|Purpose
10f7981d-3b46-407f-8ee9-a47af5b9dd51,Life is not a problem but an endless possibility.Love is not a mere sentiment but an instrument of ability.,Debasish Mridha,hope,textOverlay,Growth|Possibility|Connection
2ef038a3-2b06-4eba-b390-cad632ffaf31,The opportunities far outweigh the disappointments.,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Resilience|Agency|Possibility
957eabb9-3d10-44df-8c42-4299c1a49e70,The key to failure is ignoring Cosmic Ordering.,Stephen Richards,hope,textOverlay,Agency|Connection|Purpose
00fbae74-7734-42d9-8217-03fa655ff6a9,"Difficult times revel true friends but also the unfaithful in your life. Be attentive always, but especially during tough times.",Mensah Oteh,hope,textOverlay,Possibility|Connection|Growth
48897e21-c09a-4b9b-99b3-89d8f2de1086,Be cautious when associating with those who have little or no value or appreciation for time.,Mensah Oteh,hope,textOverlay,Connection|Possibility|Growth
aa5eaa69-9052-4ab1-8b19-2d366beb615f,"You can forget trying to climb the success ladder, all you will ever need in life is brought to you in the Cosmic Ordering elevator.","Stephen Richards, Cosmic Ordering Connection: Change your life within minutes!",hope,textOverlay,Agency|Connection|Purpose
82b0be6d-ab25-43da-9a37-9bc69ccf542a,"It takes a strong woman to tolerate a weak man. That said, it takes a strong man to tolerate a weak woman, too.","Cathy Burnham Martin, The Bimbo Has Brains: And Other Freaky Facts",hope,textOverlay,Connection|Agency|Resilience
f5fe62ac-7b47-4c5c-b130-f64fbbd18682,Life loses its meaning when we are not living in peace.,Debasish Mridha,hope,textOverlay,Mindfulness|Purpose
6761b728-6168-4505-96b4-d081248bd4e6,"Your self-imposed prison. That think called your COMFORT ZONE. Challenge it, stretch it. You will thank yourself.",Tony Curl,hope,textOverlay,Agency|Resilience|Growth
976560b3-e706-449e-b2b9-f20b2b07591a,You’ve got to have confidence in the very thing that makes you unique – then wait for the world to catch up,Lindsey Stirling,hope,textOverlay,Self-Worth|Agency
9a8c5b97-8960-4f6d-83f5-856b986b4ab9,"Success is working with enthusiasm and ambition, living with joy and kindness, and going toward a life of ultimate service and happiness.",Debasish Mridha,hope,textOverlay,Connection|Possibility
5082ac16-06c1-46c3-a0c8-c7dfc9cb9e7a,"Any time a stipulation on love is present, unconditional love is not.","Molly Friedenfeld, The Book of Simple Human Truths",hope,textOverlay,Mindfulness|Growth|Connection
ffdb5319-b84f-48cd-9cd2-41bedc708ad1,"Your vision must state the end result and must be stated in the positive so that it will be a constant source of inspiration. Begin by, “I will…","Archibald Marwizi, Making Success Deliberate",hope,textOverlay,Purpose|Possibility|Growth
ebc70a22-3dac-459f-ab0e-c526b3a751a3,"The World is quick to label you, but it will take ages to take a stand!",Avijeet Das,hope,textOverlay,Resilience|Agency|Purpose
9af1ac16-092e-47bc-84e5-f6809378a373,Life is a mirror of our mind and it reflects the beauty of our thoughts.,Debasish Mridha,hope,textOverlay,Growth|Possibility|Connection
5d766f04-d562-429c-a157-eda434e599fd,The first rule when you are in a hole is to ask for a hand out!,Stephen Richards,hope,textOverlay,Agency|Connection|Growth
367cab6b-e4aa-4886-bd72-345d03f85dab,"Without being push to the wall, we will have remained in our comfortable zone. But this circumstance challenges us to find the courage to move on.","Lailah Gifty Akita, On Eagles Wings:Rise",hope,textOverlay,Resilience|Agency|Possibility
1bfe075e-99da-4574-9721-ad092f86668a,There is a thin line between the impossible and the possible - that is determination.,Ogwo David Emenike,hope,textOverlay,Agency|Resilience
5d96ad2f-04bb-40ba-b5cc-8533be6bf77d,"Integrity is doing the right thing when nobody's watching, and doing as you say you would do.","Roy T. Bennett, The Light in the Heart",hope,textOverlay,Possibility|Resilience|Growth
1eddd779-ba6a-47c8-8c98-d50c73e4af6c,Open up and wake up with blazing beauty just remember no one is perfect and you are the most beautiful creature on this planet.,Santosh Kalwar,hope,textOverlay,Self-Worth|Connection
44a24053-c810-49e1-ae56-52b2a05dad96,The more you understand who you are the less chance your enemies have to bring you down,Buhari S.I,hope,textOverlay,Self-Worth
98c6f2a1-bd12-454e-a984-ceb61f698eee,"Love, positivity and gratitude are the most essential ingredients to a happy and fulfilled life.",Eileen Anglin,hope,textOverlay,Mindfulness|Growth|Connection
325c66c5-6339-4965-9f63-c198bf8801a8,Leave no room for fear and excuses. Be strong in spirit and possess unwavering convictions. Choose to be an optimist and commit to succeed.,"Archibald Marwizi, Making Success Deliberate",hope,textOverlay,Purpose|Growth
0c732caf-29c4-438d-b644-302ba8cb751a,"Growth is ugly, it's hideous, it's all the things we don't like but my god, once you walk through the fire of confusion you will feel burning passion within your flame.",Nikki Rowe,hope,textOverlay,Resilience|Growth|Possibility
dd0740a9-84f4-4c80-ab10-699fbaff21e3,You can rise to greater heights with determined spirit and hope.,"Lailah Gifty Akita, On Eagles Wings:Rise",hope,textOverlay,Possibility|Resilience|Agency
5d696c45-5b68-4905-9a61-cc080728fc77,"For a happy and health life, get the answers to these questions in this order: Where, Who, Why, What and How to be you.","Diana Dentinger, Modus Vivendi: Your Life Your Way",hope,textOverlay,Purpose|Growth
1da444f5-82f1-4839-af76-059be13c5f11,Big dreamers achieve more than big doubters.,Matshona Dhliwayo,hope,textOverlay,Resilience|Possibility|Growth
9e300a5a-da55-43f7-8417-9e4e8e44ad8e,The effective use of time is the best-kept secret of those who have created a successful life and continue to experience it every day,"Mensah Oteh, Unlocking Life's Treasure Chest: Wisdom keys to keep you inspired, encouraged, motivated and focused",hope,textOverlay,Possibility|Connection|Growth
0363c77f-e6ab-492c-ad4f-7058c082f8a9,"Our self- development is all about cultivating the traits that we need to achieve our life purpose, success and to carry out our mission",Sunday Adelaja,hope,textOverlay,Purpose|Growth
bd8a3e15-439c-4ea7-8b45-d712e756890f,Success comes with failure which leads to doubts but with determination we can still achieve.,Jonathan Anthony Burkett,hope,textOverlay,Agency|Resilience|Connection
7dd5c777-d225-4112-ba87-21086526d7a3,There are two kinds of people:those who learned to love and those who didn't.,Debasish Mridha,hope,textOverlay,Growth|Connection|Mindfulness
c9beee83-c8db-4486-890d-1074a2349617,Our lives are defined by how we spend our time and what we choose to do daily. A life of passion is not an act but a lifestyle.,Mensah Oteh,hope,textOverlay,Purpose|Possibility|Connection
