id,text,author,trackType,presentationMode,categories
278f71a6-ffb6-40b2-93cf-2e3dea36c3a4,The most important day is the day you decide you’re good enough for you. It’s the day you set yourself free.,Brittany Josephina,hope,textOverlay,Self-Worth|Connection|Mindfulness
3bd686b7-d52e-40e1-9995-346ff2189ad3,"Even the most aware of us do not realize the infinite power we possess or the magnitude of the ability we have to create, transmute, and transcend.","Alaric Hutchinson, Living Peace",hope,textOverlay,Mindfulness|Growth|Agency
88f427b1-f929-4fed-9787-ff501cfb546c,"The secret of life is love, but the purpose of life is happiness.",Debasish Mridha,hope,textOverlay,Growth|Purpose|Possibility
fbccc8c9-4d87-4adb-8d69-a38a365287da,"A willing spirit, diligently perform the sacred duty.","Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Purpose|Possibility|Growth
6aff8b73-9d20-4997-aaf8-66fb1bba5c17,Every greed is the root of un-gratefulness.,Lailah Gifty Akita,hope,textOverlay,Mindfulness|Growth
bf1bf37e-4bfa-4f5d-9244-3267f6886c7b,The women glare at each other. Grin. You have friends when you're fifteen years old. Sometimes you get them back.,"Fredrik Backman, Beartown",hope,textOverlay,Connection|Growth
31b65aac-113a-4b98-b041-25e9aa65e580,"The drive, the ambition, the art; it all comes to me when I close my eyes and think about the sacrifices my Mom made for me.","Forrest Curran, Purple Buddha Project: Purple Book of Self-Love",hope,textOverlay,Mindfulness|Growth
b6bd3c7d-47b8-456d-9fc8-eb9e5bf71530,Every stage of life has its own challenges. Be grateful for each stage.,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Mindfulness|Growth
14abd208-6410-4c64-9186-176b105cdb0b,"To care about your outward appearance is important, but what’s more important is to have a beautiful soul.",Roy T. Bennett,hope,textOverlay,Possibility|Growth|Self-Worth
3238eb1c-023f-486e-a9cf-bebacd1fb732,"It takes grace to stop working and go to bed. When in bed, more grace is needed to rise up and begin work again.","Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Resilience|Agency|Growth
e0af46fe-fa38-491d-9aca-8226585182bd,"We can talk about it, dream about it and dissect the fine print.In the end, only action satisfies our longing.","Gina Greenlee, Postcards and Pearls: Life Lessons from Solo Moments on the Road",hope,textOverlay,Agency|Possibility|Purpose
01467ce9-0f9d-461a-ac6c-72423f9cbde9,Be with someone who inspires you and makes you be the best version of yourself.,Roy T. Bennett,hope,textOverlay,Possibility|Growth|Connection
2606ebdb-dca4-4588-84a4-86d128f9e72a,A storm is an artist who passes by on her way to paint your rainbow.,Matshona Dhliwayo,hope,textOverlay,Resilience|Growth|Possibility
5212c549-4208-4964-85ad-01ff8bbe0f63,"One of the best kinds of thrill is defining, honoring, and achieving our goals.","Gina Greenlee, Postcards and Pearls: Life Lessons from Solo Moments on the Road",hope,textOverlay,Purpose|Possibility
818782d5-4191-47b1-b3ed-ee82675c461e,Never judge the life of another man. You never know his struggles.,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Resilience|Connection|Growth
2c59b58d-18e0-4c9b-8a93-fdd4e3c5ec6a,"The power and magnetic pull of your vision is hinged on the purpose and passion behind it and, most importantly, the intent.","Mensah Oteh, The Good Life: Transform your life through one good day",hope,textOverlay,Possibility|Growth|Connection
ed5b996c-3605-41a3-9c91-37a32001ddf7,Few moments are so special that they should be recognized by special expressions.,"Amit Kalantri, One Bucket of Tears",hope,textOverlay,Mindfulness|Growth
586ad407-69dc-43a5-8fac-db305604a078,Dare to believe that there is something better for you and that you can change your future and make it better.,"Stephen Richards, Ask and the Universe Will Provide: A Straightforward Guide to Manifesting Your Dreams",hope,textOverlay,Possibility|Agency|Growth
e500d8df-93ea-499c-87fa-bdc2e232de07,The greatest action is the grace to define your sacred-self.,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Self-Worth|Agency|Connection
68f0dc6a-295a-45d4-ab2f-6c663cedf9ea,The world would have been a better place if some men had just shut their mouths.,"Bangambiki Habyarimana, Pearls Of Eternity",hope,textOverlay,Possibility|Growth|Connection
94b8f20e-bd41-49d7-aa9b-5789a2a7c547,"If you have confidence, if you believe in yourself, you can go anywhere.","Katie Kacvinsky, Awaken",hope,textOverlay,Self-Worth|Possibility
d38288d7-309a-4115-b6fa-fa8e5ee3ba5e,May the enthusiasm of a new year give you a persistent willpower to fulfill your dream.,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Purpose|Possibility|Agency
5d21074c-301c-438a-ac40-4876998b92f1,You can win this world when you empower yourself with the power of love.,Debasish Mridha,hope,textOverlay,Growth|Possibility|Connection
2727e34b-db6a-4b8a-8930-1cf0a32c1323,The deepest of powers are often the most subtle. Something that most fail to realize... ☥,Luis Marques,hope,textOverlay,Growth|Agency|Mindfulness
335c410c-7791-4f00-a35a-9a7fa1c5ef6f,"When you find yourself in need of spiritual nourishment, it is in the opportunities to serve others that you will find the abundance you seek.","Steve Maraboli, Life, the Truth, and Being Free",hope,textOverlay,Connection|Growth|Purpose
6f2ab31d-bd88-49b1-94f2-b6bc3b73e288,There is much that I do not know and I'd like to know even less.,Martin Schuster,hope,textOverlay,Mindfulness|Growth
70b78d5a-406c-4474-9825-2bea9764bcff,"Negative thinking, by definition, is in opposition to goals and positive motion forward.","Jeanine Joy, Harness the Power of Resilience: Be Ready for Life",hope,textOverlay,Purpose|Resilience
659a47a7-3a15-4b5e-aac6-83893e7a4e13,"If a flower can flourish in the desert, you can flourish anywhere.",Matshona Dhliwayo,hope,textOverlay,Resilience|Agency|Growth
53564817-61f9-479b-b292-0a0d6fa14a1a,You are most beautiful when your heart is full of love and your mind is soft and kind.,Debasish Mridha,hope,textOverlay,Connection|Self-Worth
e1a99740-5230-43cc-a0ea-f9a52cced185,Your discipline or lack of discipline will protect you from or expose you to disaster. Practice discipline. Be consistent.,Bobby F. Kimbrough Jr.,hope,textOverlay,Resilience|Agency
e7d38303-791e-4bac-bbc3-d39ec6071468,Self-determination and self-dedication will make the dream a reality.,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Resilience|Possibility|Growth
205b5892-d1c4-48b4-ba77-f6cd0cf5a1a2,Do not give in to fear and lose hope. Be strong!,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Resilience|Agency|Possibility
548cfa12-2397-40fb-a0a3-e831ea3592a7,Those not chasing their dreams should stay out of the way of those who are.,Tim Fargo,hope,textOverlay,Purpose|Possibility|Resilience
44f3d3b7-6343-4bf7-8a28-3ddcd92df13a,"Your pain is a divine rite of passage through which you will be reborn as a being of strength, wisdom and purpose.","Bryant McGill, Simple Reminders: Inspiration for Living Your Best Life",hope,textOverlay,Growth|Purpose|Agency
9f0e606b-4c8d-42f8-8737-f720a003a4c6,"It is through the filter of our ego that we give meaning to everything we see, touch, hear, taste and feel.","Gyalwa Dokhampa, The Restful Mind",hope,textOverlay,Purpose|Mindfulness
ee8c9cd5-e472-46b9-b9ee-9850a2758cee,Each person has got a voice inside them. Communicate with it and take hold of it. Do not let it push and shove you around – you are its master!,"Stephen Richards, Boost Your Self Esteem",hope,textOverlay,Agency|Self-Worth|Connection
7b17ec64-e0ff-4910-ae24-e2a330dc83f7,"The moment you begin to see yourself as GOD sees you, it gives you permission, authority and the audacity to become what you see through His eyes.",TemitOpe Ibrahim,hope,textOverlay,Growth|Purpose|Self-Worth
9dc93d5b-8959-464a-86c8-faadc545f436,"You have to be the bravest person in the world to go out every day, being yourself when no one likes who you are.","Matthew Dicks, Memoirs of an Imaginary Friend",hope,textOverlay,Agency|Self-Worth
e0f28d58-74dc-4212-824a-ef22f8050c58,You matter because you are you and there is no other person in this world who could ever take your place.,"Heather Wolf, The Long Spring",hope,textOverlay,Agency|Mindfulness|Self-Worth
ee862ac3-2775-4860-8d4c-c11a9e80a193,The only weapon you are allowed to kill anyone with is kindness.,Matshona Dhliwayo,hope,textOverlay,Connection|Growth
f8c35f01-76ff-4400-baf2-77602c9fec38,"If you can endure, if you can persevere, if you can work and not grow weary, if you're both obsessed and talented, well, you might have a shot.",Auliq Ice,hope,textOverlay,Resilience|Agency|Purpose
9de32877-3415-4346-adc0-95e3fd348ae2,"...Nobody knows like a woman how to say things that are both sweet and profound. Sweetness and depth, this is all of woman; this is Heaven.","Victor Hugo, Les Misérables",hope,textOverlay,Agency|Resilience|Growth
64b8ac98-1ea3-4b5b-83e9-a31300d80c27,"You will have the grace of writing, when you boldly begin to write your first sentences.","Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Agency|Growth|Possibility
71ab55b1-be8d-4827-9e8a-fc25b821d801,You are never left out from having the experience of love. You can always give and receive love right from where you are at. It's always up to you.,"Renae A. Sauter, An Empowered Life: Mind/Body/Spirit Empowerment",hope,textOverlay,Growth|Agency|Self-Worth
282a1a04-0d29-47fe-afb0-5a54882ac924,It is time to get strengthened in faith and know that the blessings of God are stronger than the devil’s attack,Sunday Adelaja,hope,textOverlay,Possibility|Agency|Resilience
a36e988e-9a71-4727-bc7c-01ac68a822fd,Shoot for the biggest and boldest impact possible.If you need a full corporate makeover—do it. Moderation is just not going to cut it.,"Lorii Myers, Targeting Success, Develop the Right Business Attitude to be Successful in the Workplace",hope,textOverlay,Purpose|Agency|Growth
1b79c4c4-8aad-4ee0-b42e-2fedd64b213c,"Oh my dear, no matter who you are, where you are, or how you are, I can hear your song. I can feel your pain, and I really care.",Debasish Mridha,hope,textOverlay,Self-Worth|Connection
a68bcc16-6bc2-40d2-a194-85073775113d,The light that colors the embraces the gods is the light that resides in your heart.,"Pooja Ruprell, Passion, Perseverance and Prayer",hope,textOverlay,Resilience|Purpose
8f43571c-535e-4857-b268-b76631da360c,"Don’t believe those who say, ‘you can’t’. You can make it in life.You can realise all your dreams.","Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Possibility|Growth|Self-Worth
6c913773-b3af-4277-a5a3-2536aad3fb96,Meditation is to leave the noise and to meet with the silence.,Mehmet Murat ildan,hope,textOverlay,Mindfulness|Growth
a6c21ffe-b150-4550-8606-21249c8b3b64,The only thing that stands between a person and what they want in life is the will to try it and the faith to believe it is possible.,Rich DeVos,hope,textOverlay,Possibility|Agency
96a7cdb2-ad40-4511-9599-4bb827014198,"A fundamental truth, is that there is simply no such thing as an inherently boring person or thing. People are only in danger of coming across as such when they either fail to understand their deeper selves or don’t dare or know how to communicate them to others.","Alain de Botton, The School of Life",hope,textOverlay,Self-Worth|Connection|Mindfulness
1e1fe0c2-a23d-491c-84f3-d794dc27ce18,Present tears water the gardens of future blessings.,Matshona Dhliwayo,hope,textOverlay,Resilience|Possibility|Mindfulness
f4151dc5-3dc9-48c9-916d-f274a2ad3fa8,Fools only crib about what they do not have. They do not count their blessings.,Radhe Maa,hope,textOverlay,Mindfulness|Growth
1a736ca3-5b01-47a8-a89d-ed4ea9158fd3,"Respect everyone who crosses your path, even if you feel they don't deserve it.","Alaric Hutchinson, Living Peace",hope,textOverlay,Mindfulness|Growth|Connection
378abcd2-50f2-4a8e-8b27-b1520f9ce455,"Once you have endured sufferings, you can give someone strength.","Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Resilience|Agency|Growth
04ac31a0-1ef5-4661-84d9-ac0a8e443bf6,"We know you're strong, but accepting help is its own kind of strength.","Kiera Cass, Happily Ever After",hope,textOverlay,Agency|Resilience|Connection
8fc436bd-0a2f-4685-a563-6b9597958f85,We can't let the next generation grow up without heroes. Some of us have to fight on!,Avijeet Das,hope,textOverlay,Resilience|Possibility
4a8f9ad4-9d72-4446-920e-2a141c83da00,You must befriend a few skeletons before you'll find your deepest self.,Curtis Tyrone Jones,hope,textOverlay,Growth|Connection|Self-Worth
0624b541-6449-4504-a4a5-d71a72706ed4,A self-limiting belief is no stronger than the flimsy rope that tethers an elephant by its foot.,"Stephen Richards, Six Figure Success: Time To Think Big - You Can Do It",hope,textOverlay,Agency|Possibility|Connection
606406e2-6892-478c-8cdb-a7b26e66e64d,You're not defeated when you lose a battle.You are defeated when you give up the struggle,Mouloud Benzadi,hope,textOverlay,Resilience|Possibility|Growth
93bd118e-1357-43af-b39d-6376b95496b2,You have had a dream for so many years. Let today be the day you make a plan for it. Just think about how much more likely you are to hit your target when you finally aim at it.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience",hope,textOverlay,Possibility|Agency|Purpose
b4c8c4f0-398e-4048-8f75-6cbd30cb96e8,Life is not easy for any of us. But what of that? We must have perseverance and above all confidence in ourselves. We must believe that we are gifted for something and that this thing must be attained.,Marie Curie,hope,textOverlay,Self-Worth|Resilience
7c196588-dc51-4eae-b1b0-9aabc735f6b3,"The mind is the treasury for knowledge, but the heart is the treasury for love and kindness.",Debasish Mridha,hope,textOverlay,Growth|Connection|Mindfulness
97b0ae52-a604-4cb7-8e96-a8eb5d605c62,Forgiveness is a personal process that doesn’t depend on us having direct contact with the people who have hurt us.,"Sharon Salzberg, Real Love: The Art of Mindful Connection",hope,textOverlay,Connection|Growth|Mindfulness
0b217435-a09a-4b8e-bf04-265db253bcc1,Don’t get hung up on trying to be perfect before you start or you may never begin.,Mensah Oteh,hope,textOverlay,Connection|Possibility|Growth
e8241966-0ef5-4e0f-876b-78f6ef98600b,People who tell you to stop living in a fairytale world are very likely people who live in a horror movie.,Jennifer White - Strong Heart Awakening,hope,textOverlay,Connection|Possibility|Growth
ebb48bf6-995f-4b94-a3ea-f6db6b934082,The only sane response to change is to find the opportunity in it.,Jeff Jarvis,hope,textOverlay,Growth|Possibility|Agency
7f264653-1f56-4bf8-bd52-4c06d42620ba,"Success is a process, but a failure is a forward step for success.",Debasish Mridha,hope,textOverlay,Growth|Possibility|Connection
ade6da26-acdc-4670-99ec-517b4bff2029,"A person can put up any kind of protective wall, but love and truth always find a way around it.","Molly Friedenfeld, The Book of Simple Human Truths",hope,textOverlay,Connection|Growth|Mindfulness
77679357-8eb1-438b-8932-68a767f54a2d,"You'd corner me in your conformity but even in dormancy i'm sleeping with enormity, stretching the belly of the earth & everything i was born to be.",Curtis Tyrone Jones,hope,textOverlay,Possibility|Growth|Purpose
a17715ed-d0fb-48df-8238-275100479e90,"As inside of every seed is the power to rise from darkness, inside of everyone is the power to rise from adversity.",Matshona Dhliwayo,hope,textOverlay,Resilience|Agency|Growth
eceddb2d-6a04-434a-917f-ce6419ab31ec,"The more you cry today, the more stronger and happier you'll be tomorrow.",Michael Bassey Johnson,hope,textOverlay,Possibility|Agency|Resilience
2cbf8f9f-f7d1-4eb5-84e0-c6eee9c5f8d2,What you endured was a sign of what you would become.,Matshona Dhliwayo,hope,textOverlay,Resilience|Growth|Purpose
6b7ecd1f-d8fc-4e9b-97ca-6952833386ea,Wanting to be someone else is a waste of the person you are.,Marilyn Monroe,hope,textOverlay,Self-Worth|Mindfulness
752edc35-ae3a-4492-bae2-95e6d1e0d5ce,"The fullness of existence is the experience of joy and sorrow, good times and dark times, pain and healing..","Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Resilience|Possibility|Mindfulness
89087f45-f55f-4a48-969f-c18759569edb,"In general, sharing and using things decreases their value. However, knowledge increases by implementation and especially by sharing among people.",Eraldo Banovac,hope,textOverlay,Mindfulness|Growth
c8276457-33c8-4ee4-9dbf-31e3b3ec9fda,"Once you have life, there exists a hope.","Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Self-Worth|Possibility|Mindfulness
e46b8896-9635-4678-bdf6-765817857d90,"Every thought, word, and action plants seeds in the garden of your life. Are you planting seeds of love, compassion, peace, or those of anger, resentment and dissatisfaction? Choose wisely and tend your garden well.",John Bruna,hope,textOverlay,Mindfulness|Connection|Purpose
8a9a0104-c8a0-4b30-ae18-4b851c61508a,There is no substitute for the strength that blesses a couple when they work together.,Elizabeth George,hope,textOverlay,Connection|Agency|Resilience
18038471-6a78-4487-ab08-d03dd266e5d6,"You are the author of your life. If you don't like how it goes, write it differently.","Iva Kenaz, Manifested",hope,textOverlay,Possibility|Purpose
69bb4cc5-89e3-4a5c-a555-01825044eeae,"Lessen the odds are stacked against you, Use Cosmic Ordering.","Stephen Richards, Cosmic Ordering Connection: Change your life within minutes!",hope,textOverlay,Agency|Connection|Purpose
d534677c-7f0a-488f-997b-d7657cfbdee9,"To eradicate blindness, let us expand our vision. Let us dream and take actions to make blindness a history from the past.",Debasish Mridha,hope,textOverlay,Possibility|Agency|Purpose
19d632bf-b5d0-4beb-9959-f88d7f170a28,"He was no god, just an artist; and when an artist is a man, he needs a woman to create like a god.",Roman Payne,hope,textOverlay,Agency|Connection|Possibility
a9cb4f8c-fc91-4717-b1bf-a1e8450eed71,"We are all teachers, we all have knowledge and experiences that can teach others.",Avis J. Williams,hope,textOverlay,Growth|Connection|Agency
531b69e9-6762-4777-8b4a-dd528709e0c4,The level of success you will experience can be predicted by looking closely at the sacrifices you are willing to make.,Mensah Oteh,hope,textOverlay,Possibility|Growth|Connection
2b8be8f2-ef9a-4131-be62-871d935fb3b9,The excitement of dreams coming true is beyond the description of words.,Lailah Gifty Akita,hope,textOverlay,Possibility|Connection
346018cd-bafe-4ddc-8f63-be43babfb8ed,You should persist long enough to conquer.,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Resilience|Agency|Growth
9e45106b-3401-42e7-bec5-37159c7d5229,Tolerating women is surprisingly easier than understanding them.,Raheel Farooq,hope,textOverlay,Connection|Agency|Resilience
d1b4be6f-a54c-42f6-a857-98b386f75781,"The greatest purpose in life, the greatest achievement one could ever have in life, the greatest satisfaction one could ever get in life can only be found in the service of others.",Omoakhuana Anthonia,hope,textOverlay,Purpose|Connection|Agency
61d23b16-bfc2-4e55-b4f5-5500572a8bfa,Every kind word or action has an equal reaction. What you put out comes back to you. Why not make it caring and joyful?,"Amy Leigh Mercree, Joyful Living: 101 Ways to Transform Your Spirit and Revitalize Your Life",hope,textOverlay,Connection|Growth
caf98177-897a-4e24-9632-d2f3c243ef38,"Don't neglect adverse situations. Sometimes, they carry the yolk of great differences. When you break them away, you waste the yolk!","Israelmore Ayivor, The Great Hand Book of Quotes",hope,textOverlay,Purpose|Possibility
7c921367-17a9-410d-b40f-32450037c960,"The sun enlightens everyone, but the light of knowledge enlightens those who are actively seeking the light.",Debasish Mridha,hope,textOverlay,Mindfulness|Growth
e9fe83bb-a08d-4b25-844c-07e7e76c0f4e,There are no smooth paths to success. You have to straighten many rugged roads and scale numerous walls for the ultimate triumph.,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Purpose|Possibility|Resilience
5f7d9bd1-e92b-41c3-862d-4fd994bc729c,"Everything is in the root. If you pick the weed without getting the root out of the soil, be assured, it is going to grow back.","Sheila M. Burke, Enriched Heart: The Tao of Balancing Your Big, Beautiful, Badass Soul",hope,textOverlay,Growth|Agency|Mindfulness
0e0ee0c8-5676-4183-bda6-91e8f56b383d,"When you live in the present, the past is forgotten & the future takes care of itself.","Mandy Hale, The Single Woman: Life, Love, and a Dash of Sass",hope,textOverlay,Mindfulness|Possibility
1449f088-9c21-4e76-bd1d-33b70d36b368,Choice forms the divider which is responsible for the formation of all futures that can be possible.,"Stephen Richards, Think Your way to Success: Let Your Dreams Run Free",hope,textOverlay,Agency|Connection|Possibility
a0ee7c41-fd5e-4d2c-aaf0-327b009ca50f,We always will have some differences but still we could be happy and peaceful if we learn to love each other.,Debasish Mridha,hope,textOverlay,Growth|Mindfulness|Possibility
359ac825-9135-4905-b5f9-e01a14927746,"The breeding ground of fear is procrastination and inaction. We overcome them not by preparation, but by taking action.",Debasish Mridha,hope,textOverlay,Resilience|Agency
630f8bc5-f93e-4eab-944d-60d84254bef6,"The elevator to success broke a long time ago, the problem is too many people are too lazy to take the stairs.",Jacob Maldonado,hope,textOverlay,Growth|Resilience|Self-Worth
e529ecad-0b6f-4080-8415-3378d105b9ca,"We are filled vessels that gets to choose what we pour back into the world, and what we choose to share defines who we are.",Micheline Jean Louis,hope,textOverlay,Agency|Growth|Connection
cde70862-d72d-46f1-9d0d-2bbab51f76a6,"hold company with yourself so sacredthat even when you are alone,you are whole.","AVA., you are safe here.",hope,textOverlay,Connection|Agency|Growth
fce55d42-18f2-4e9b-b877-68b8b7a9ba9c,Saints love all beings. They love even those who attempt to harm them.,Radhe Maa,hope,textOverlay,Mindfulness|Growth
edd93d32-104e-43ed-830d-9ef9cfadbe43,Deeply respecting yourself is the first step toward having a deep respect for others.,"Amy Leigh Mercree, The Spiritual Girl's Guide to Dating: Your Enlightened Path to Love, Sex, & Soul Mates",hope,textOverlay,Self-Worth|Mindfulness
ac3303e9-2872-44ce-826e-351a1bbea9dc,"The mind is a magnetic field. When it a attract good thoughts, it will produce good deeds.","Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Possibility|Agency|Growth
a1c9a516-24e8-485c-a136-c788847c6a35,Every day you grow stronger and the challenges become easier. Keep going.,Avina Celeste,hope,textOverlay,Resilience|Agency|Growth
2fa0b17f-6089-4c29-8324-3f93efbf98fb,"When you focus and accept the current moment with love, faith, and joyfulness, you are practicing mindfulness. That is better than controlling the universe.",Debasish Mridha,hope,textOverlay,Mindfulness|Possibility|Connection
8260a4db-9416-4e02-9c9e-d14fe787c87a,Self-confident people Inspire confidence in others,they would much rather build people up than tear them down.,hope,textOverlay,Self-Worth|Connection|Mindfulness
708ac78b-b08f-420e-bbbb-c40dcea1944b,The only way we can divorce fears in our lives is by marrying our desires.,Auliq-Ice,hope,textOverlay,Possibility|Self-Worth|Growth
3c67ffb3-8d84-4ea1-8f79-153921203dca,A single-minded purpose gives sacred strength to achieve the dream.,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Purpose|Possibility|Agency
5a53d861-0631-4e60-853f-55f6d67b4eba,Gratitude goes beyond saying ‘thank you’. Feelings complete the blessing,Mensah Oteh,hope,textOverlay,Connection|Possibility|Mindfulness
0d408cfa-ff76-4cbe-9798-f621e4159c69,"You look at yourself and you accept yourself for who you are, and once you accept yourself for who you are you become a better person.",Oprah Winfrey,hope,textOverlay,Self-Worth
42f65d44-e87e-417b-8b21-c1ce8a89087f,A successful person is just a novice who started and kept on going.,"Maddy Malhotra, How to Build Self-Esteem and Be Confident: Overcome Fears, Break Habits, Be Successful and Happy",hope,textOverlay,Self-Worth|Resilience|Growth
e3d45147-36e4-4f15-9b21-bd404300c7bb,"A leaf has no power to resist when the wind blows, but when life’s storms rage, you do.",Matshona Dhliwayo,hope,textOverlay,Resilience|Agency|Growth
972ed2a7-e217-41d9-bc1f-3f42a3847717,Never fear the unknown that is where your future may lie,Candice Galek,hope,textOverlay,Mindfulness|Possibility|Growth
2e97f617-7405-4106-aa58-f5e47afbc8b1,You are your own travel light.,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Self-Worth|Growth|Connection
b6d32888-2f48-4c86-b900-257e38ef7064,"If you believe you can, you might. If you know you can, you will.","Steve Maraboli, Life, the Truth, and Being Free",hope,textOverlay,Possibility|Mindfulness|Agency
4a0241f3-b5db-474b-83d5-e15355dc6d1b,"The greater the spirit, the more one is alone.",Suzy Kassem,hope,textOverlay,Agency|Resilience|Growth
33a1c4b3-a568-4298-97a9-9c2e3a5c17ce,"Set the standard! Stop expecting others to show you love, acceptance, commitment, & respect when you don't even show that to yourself.","Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience",hope,textOverlay,Mindfulness|Connection
60660845-bf00-466d-98f7-3305de582a0b,"Acuerdate de lo que te digo, mi niño. No tengas miedo. Todo lo que te ha pasado te ayudará. Vas a salir adelante.","Sandra Rodriguez Barron, Stay with Me: A Novel",hope,textOverlay,Agency|Possibility|Resilience
8cadf9b2-c3a2-4b96-9ea8-b9392363361c,"The more we surrender to what cannot be, the better we control what can be.",Kamand Kojouri,hope,textOverlay,Mindfulness|Agency|Connection
09866df0-5dee-4ac9-821f-586163ba2b71,"Success is not a journey; it's a destination called satisfaction."" ""Satisfied people are always motivated in heart and keep peace of mind.",Aamir Sarfraz (aamir rajput khan),hope,textOverlay,Agency|Growth|Purpose
7354d73c-fbbb-4f3e-9d5a-7f23aef2d145,"The next time you get scared, get sacred!","Abiola Abrams, The Sacred Bombshell Handbook of Self-Love",hope,textOverlay,Self-Worth|Connection
cbdf85cf-18ab-4f83-b27f-61bada1dc16c,"To enjoy the beauty of life, live profoundly in the present moment without the fear of the past or future.",Debasish Mridha,hope,textOverlay,Mindfulness|Possibility
5042352a-b5d0-420f-9385-75414bd865ae,The discipline of delaying gratification is a factor for predicting success.,"Mensah Oteh, The Best Chance: A Guide to Discovering Your Purpose, Reaching Your Potential, Experiencing Fulfilment and Achieving Success in Any Area of Life",hope,textOverlay,Possibility|Growth|Connection
8257da54-5b60-4609-b94c-2878e638ad9b,You have the capacity to pursue your dreams.,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Possibility|Agency|Resilience
8507628f-25ce-4d9f-9440-3a0ac2432ea8,you are not the storythey keep telling about youover and over again.you are not even the storyyou keep telling yourself.there are no linesthat can hold you.there are not enough wordsfor all the more that you are.,"AVA., you are safe here.",hope,textOverlay,Self-Worth|Connection|Growth
d040b449-64bc-4487-aa30-6e7c221dd33c,We desperately want to believe in something. To simply live out our lives believing in nothing is to live as if this thing we call life is filled with nothing but nothing.,Craig D. Lounsbrough,hope,textOverlay,Purpose|Possibility
e63361ca-928b-4cb8-ac0b-ff9c6407f55a,"You are a dynamo, and every day offers a choice to create a life you love.","Amy Leigh Mercree, The Compassion Revolution: 30 Days of Living from the Heart",hope,textOverlay,Connection|Purpose
c10f036d-d8da-485a-83f9-9706373de688,"Human strength fails, but the divinity within strengthen the soul.",Lailah Gifty Akita,hope,textOverlay,Resilience|Connection|Agency
5113ba96-8fce-464a-b0f2-d597ac20530d,"You do not need to pay attention to those voices within you that create pain, or make you feel less competent, smart or able.","Sanaya Roman, Living with Joy: Keys to Personal Power and Spiritual Transformation",hope,textOverlay,Self-Worth
93c79a7a-5172-4261-9e65-6543fade63f1,The opinions of others are their perceptions. Define your life!,"Lailah Gifty Akita, Think Great: Be Great!",hope,textOverlay,Agency|Growth|Possibility
5c4d3121-f859-44ea-9aaf-b63ef378afce,"Well and good if all things change, O Lord God, provided I am rooted in You.",San Juan de la Cruz,hope,textOverlay,Growth|Possibility|Resilience
67aa57e9-9fd9-4498-8cc7-d75f0c798acb,You have to want your dream enough to pursuit it.,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind",hope,textOverlay,Purpose|Possibility|Agency
ee6fc35a-eb83-43ba-a9e0-193720a9f231,"Words; the powerful air that can change the mind, the body and the spirit in the twinkle of an eye! He who don't know words don't know life!","Ernest Agyemang Yeboah, Distinctive Footprints of Life: Where Are You Heading Towards?",hope,textOverlay,Mindfulness|Agency|Growth
769a6e41-5d81-4b93-a81e-c682f668fca9,Everything is possible through complete devotion to the Lord.,Radhe Maa,hope,textOverlay,Mindfulness|Growth
059995ef-fa5e-4545-b0ee-daa3b5d7dabb,Ignore those who resent you. Avoid those who begrudge you. Excuse those who envy you. Pity those who hate you.,Matshona Dhliwayo,hope,textOverlay,Resilience|Growth
2b9c0625-c2a9-4fe0-b948-4ffd35447ca4,Your success does not depend on who you are but what you are and the strength of your expectations.,Debasish Mridha M.D.,hope,textOverlay,Agency|Resilience|Self-Worth
f5309d36-4c2e-4e10-a643-958741bbc0ff,"You do not reduce or eliminate your concerns by crying, shouting or proving you are the victim of whatever happened in your life.","Archibald Marwizi, Making Success Deliberate",hope,textOverlay,Purpose|Growth
65245853-c4a6-41d9-b47f-b35c7510e4fa,"To admit your ignorance is freeing. To say, ""I don't know"" is to free yourself from having to come up with a bullshit answer.",Eric Roxas,hope,textOverlay,Mindfulness|Growth
